ph,Hardness,Solids,Chloramines,Sulphate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.480702136,0.660069148,0.374232332,0.734352729,0.545862889,0.595167429,0.419174222,0.547728146,0.619081473,0
0.423181463,0.504867999,0.72332876,0.490190252,0.604032002,0.160814302,0.404525491,0.476373018,0.524549538,0
0.484563462,0.530380209,0.219290518,0.37725664,0.553158276,0.518258877,0.492569505,0.534507676,0.340333188,0
0.527921191,0.62353633,0.414623256,0.658194472,0.579703927,0.649765058,0.595033379,0.485635732,0.543605908,0
0.462153711,0.469017511,0.497048109,0.316331753,0.555801711,0.600543329,0.55227002,0.677919414,0.316768976,0
0.495027962,0.517814764,0.418004967,0.462415098,0.573899619,0.52504879,0.454003166,0.566665805,0.425372667,0
0.664460085,0.686087352,0.08061057,0.622184123,0.579703927,0.325978699,0.408582082,0.140864355,0.420870769,0
0.530142689,0.627342521,0.253696619,0.689284956,0.542319093,0.492801943,0.566347131,0.645222,0.407186535,0
0.470218918,0.420504053,0.289900467,0.484547006,0.579703927,0.352605794,0.608986354,0.352083115,0.439186718,0
0.443173525,0.595624675,0.576603276,0.460652541,0.525895462,0.648724817,0.247542891,0.451169835,0.502327,0
0.64761629,0.565675186,0.36760619,0.439204457,0.547071512,0.55027161,0.619449077,0.613964648,0.492611316,0
0.336651193,0.587285996,0.324262684,0.488384262,0.491336607,0.301973857,0.453020478,0.721331701,0.467641527,0
0.755813285,0.603370568,0.180236131,0.572751267,0.486277617,0.552033715,0.604264166,0.670176571,0.28681143,0
0.54101866,0.654907159,0.137121965,0.546642807,0.579703927,0.441010542,0.346318531,0.439128759,0.42290773,0
0.438484654,0.402587413,0.325238134,0.505686331,0.634120823,0.336376469,0.429801267,0.648968027,0.610188999,0
0.376880253,0.50400661,0.685363644,0.509666386,0.542106176,0.228235997,0.642314869,0.573258393,0.460016835,0
0.484062792,0.51509225,0.317583953,0.628916127,0.700101968,0.417714322,0.483967818,0.489302621,0.353954435,0
0.517101137,0.596465722,0.223144312,0.614643523,0.613707891,0.547220957,0.50637835,0.259671362,0.582685819,0
0.468019937,0.519114367,0.246961665,0.514802146,0.645733489,0.3000389,0.486444841,0.534507676,0.376892611,0
0.600626159,0.592557659,0.448910464,0.49175813,0.462140604,0.654177537,0.38869096,0.538071941,0.174473715,0
0.57045705,0.560995385,0.330451249,0.417809665,0.579703927,0.517933881,0.385379141,0.349691648,0.636184381,0
0.526208235,0.499149764,0.227083702,0.409578799,0.555549533,0.271873224,0.499380302,0.399628709,0.302763578,0
0.433052744,0.643505001,0.419031499,0.713220406,0.579703927,0.356570261,0.416657076,0.686450113,0.55198614,0
0.561176507,0.570750795,0.08698931,0.427765417,0.609450978,0.438148958,0.488418406,0.44801815,0.58322577,0
0.368456886,0.514573469,0.570802708,0.499735266,0.601856184,0.262482547,0.410337081,0.491689764,0.604245119,0
0.50262515,0.544588658,0.281063117,0.459842761,0.579703927,0.392633661,0.555182595,0.553544627,0.379716393,0
0.457077179,0.662318575,0.372968832,0.795761134,0.531409878,0.474751276,0.437759894,0.534507676,0.221315565,0
0.528161111,0.582283992,0.485941524,0.584289193,0.579703927,0.368994736,0.420437788,0.641255517,0.531895022,0
0.317417918,0.699098636,0.389932391,0.737096398,0.593847274,0.616384416,0.37078857,0.554092281,0.678411599,0
0.589082019,0.46602669,0.157504693,0.36184001,0.555159933,0.211095341,0.339866338,0.573576328,0.47116076,0
0.350154214,0.606516532,0.459030807,0.748622087,0.591248397,0.338462208,0.509699011,0.493688533,0.387417002,0
0.490224018,0.533764706,0.38238397,0.613809472,0.618605388,0.450715862,0.477384709,0.716272624,0.542593533,0
0.47639517,0.519852462,0.26147119,0.471309209,0.554900255,0.352817947,0.216555002,0.695287765,0.097346019,0
0.542547856,0.579209662,0.216155138,0.457194732,0.565887006,0.473826687,0.483165916,0.708104405,0.369331287,0
0.583076885,0.492324234,0.328615418,0.444349074,0.579734916,0.513785366,0.614869651,0.396446937,0.347370764,0
0.633591304,0.529351406,0.271453027,0.377933905,0.537892413,0.304248446,0.6449126,0.471120049,0.516683809,0
0.62640543,0.609146227,0.224090229,0.56333021,0.550517617,0.327935657,0.640581929,0.438230875,0.439916518,0
0.33838509,0.609729374,0.498524656,0.659875114,0.579703927,0.230878204,0.339857818,0.50442489,0.454412568,0
0.556491062,0.540627629,0.389786035,0.503615279,0.628119337,0.507178956,0.503575312,0.355394421,0.307471042,0
0.50262515,0.692720856,0.429711764,0.651111084,0.518573263,0.3284029,0.36628086,0.734218974,0.338677857,0
0.434807579,0.606198533,0.185652432,0.53854612,0.579703927,0.284315386,0.422693789,0.794637605,0.419109813,0
0.546521016,0.556001086,0.186814823,0.492858926,0.62567123,0.418537899,0.63846044,0.4232517,0.341849432,0
0.340820762,0.554757032,0.78286119,0.689881733,0.600260746,0.226356692,0.634801847,0.510507337,0.470216028,0
0.50262515,0.519415276,0.436612489,0.336373107,0.49262055,0.573220308,0.536358155,0.514059089,0.378676851,0
0.385146972,0.546207961,0.321468883,0.586397311,0.62480903,0.416764024,0.475728321,0.647646896,0.289076469,0
0.391234504,0.428028718,0.471628762,0.404775795,0.687136448,0.537354336,0.577210205,0.644941645,0.927857538,0
0.454582548,0.529848174,0.37167066,0.49492251,0.579703927,0.438413424,0.539150382,0.517911857,0.626661381,0
0.50262515,0.650485493,0.650540939,0.645222271,0.579703927,0.624521312,0.442327537,0.534507676,0.64537295,0
0.596282106,0.66658119,0.216928257,0.56920576,0.524588218,0.604864483,0.630800808,0.464984067,0.52332415,0
0.472570118,0.535193752,0.338193661,0.452788245,0.579703927,0.352601516,0.286757716,0.32937787,0.602327307,0
0.593741393,0.566982529,0.138020388,0.556109766,0.579703927,0.632864604,0.508444462,0.655276419,0.290809796,0
0.488301781,0.432769038,0.393592262,0.509529174,0.579158623,0.366036471,0.52900348,0.700653281,0.419098825,0
0.456105064,0.667616245,0.434043697,0.659284283,0.579703927,0.420705109,0.550310972,0.588361699,0.611026026,0
0.463574084,0.573500563,0.313208911,0.590390982,0.68051199,0.521636472,0.521267618,0.456296503,0.185457231,0
0.50262515,0.685275505,0.403122484,0.709092603,0.487708728,0.520359651,0.433790163,0.372060089,0.724944843,0
0.474917799,0.486978665,0.499333969,0.439081974,0.61052987,0.133285379,0.596108953,0.280363627,0.638594706,0
0.50262515,0.593226306,0.342386286,0.568836367,0.579703927,0.684189189,0.49466854,0.726212905,0.523265906,0
0.665970276,0.599504773,0.253343981,0.403058326,0.476800857,0.381719972,0.322692164,0.598856785,0.294318439,0
0.327283481,0.502974026,0.551275505,0.470168477,0.532774051,0.393276449,0.670492262,0.499629273,0.576707813,0
0.563203,0.659470205,0.351571214,0.591082698,0.528902776,0.327505878,0.361509551,0.398065278,0.601558093,0
0.440631324,0.692327118,0.402365482,0.576752326,0.399085069,0.526685152,0.762145219,0.636297327,0.564522608,0
0.516488951,0.472058685,0.288045082,0.427884854,0.609587083,0.325615723,0.678657095,0.475126584,0.788810376,0
0.50262515,0.680370115,0.058778386,0.515595266,0.448157298,0.65052813,0.65969399,0.682365528,0.495621795,0
0.620936023,0.498167554,0.212832586,0.482960052,0.623680912,0.663594077,0.451277698,0.575975119,0.273817936,0
0.50262515,0.534560638,0.53623881,0.720374582,0.579703927,0.184155014,0.314785021,0.57736486,0.336865134,0
0.342675727,0.518270849,0.344124007,0.456869112,0.561866412,0.307685078,0.364514215,0.512121079,0.489412514,0
0.665655457,0.550982856,0.229423039,0.581834869,0.673383858,0.274469289,0.498670217,0.50829508,0.506566537,0
0.541549113,0.483572756,0.191578089,0.362059226,0.565794433,0.763124934,0.435297048,0.312163663,0.568591886,0
0.382015261,0.671896568,0.188436781,0.584288444,0.522644143,0.332996312,0.374547146,0.527810868,0.351894141,0
0.391991169,0.477978988,0.325764185,0.380385937,0.500706816,0.575536467,0.398025855,0.471544823,0.524404704,0
0.50262515,0.577259561,0.66314343,0.662361338,0.543842793,0.501116583,0.472164742,0.573675968,0.763118228,0
0.593997077,0.630552293,0.259453848,0.714191869,0.622608672,0.559911279,0.764741273,0.605433743,0.247724064,0
0.610791268,0.612944634,0.469382799,0.515442845,0.472185335,0.576035918,0.536489327,0.641895498,0.490901813,0
0.429511498,0.621749112,0.348942904,0.700105832,0.545885188,0.4595415,0.480626336,0.500602287,0.379206379,0
0.410290538,0.458551143,0.460889548,0.521747971,0.643300786,0.27030804,0.563033705,0.524974133,0.325516205,0
0.372784975,0.425688782,0.438164274,0.488494478,0.579703927,0.420978081,0.454822949,0.593713551,0.554725384,0
0.50262515,0.700048557,0.42095302,0.799968399,0.579703927,0.463854347,0.435765174,0.64521403,0.360815552,0
0.532764835,0.581643912,0.167344954,0.670734476,0.579703927,0.456204152,0.633153343,0.350149174,0.281354206,0
0.787705704,0.656133648,0.210210977,0.560833128,0.540731449,0.340552845,0.223519488,0.387719151,0.515957253,0
0.480684299,0.706339487,0.28986532,0.740246666,0.548915572,0.4535659,0.435679031,0.498462438,0.482786548,0
0.296443879,0.462453539,0.675935473,0.408443731,0.579703927,0.426270024,0.395939032,0.697259776,0.388045164,0
0.511385594,0.451170528,0.470130024,0.427795718,0.648604784,0.610365036,0.609848362,0.635690159,0.341260446,0
0.50262515,0.681867652,0.22339348,0.641835369,0.579703927,0.463293688,0.457277928,0.41348684,0.418349057,0
0.443549817,0.442111141,0.365969418,0.354083278,0.563530314,0.643153401,0.567629044,0.41186666,0.462047047,0
0.50262515,0.476421935,0.166976227,0.562116791,0.639312666,0.325735853,0.47773755,0.459699381,0.50603281,0
0.686323828,0.667078581,0.069350828,0.487345131,0.488373196,0.257792174,0.367418364,0.631420731,0.301152759,0
0.38399257,0.385505834,0.928425465,0.590378565,0.579703927,0.546296873,0.494866774,0.462226737,0.515072725,0
0.621223011,0.43171646,0.450381629,0.391305169,0.691031036,0.37084682,0.442477699,0.602671907,0.516272943,0
0.553494896,0.549203801,0.305699218,0.549814724,0.533533806,0.326862298,0.298238828,0.523385559,0.31895349,0
0.508422696,0.611857865,0.32421351,0.724356228,0.625186909,0.263155677,0.587706119,0.675754555,0.522512376,0
0.593573501,0.599459819,0.666847959,0.575450078,0.489316557,0.321665833,0.412715286,0.565845521,0.62881167,0
0.394592609,0.397945622,0.425231075,0.46908691,0.712404962,0.513865457,0.563340242,0.408630512,0.488446061,0
0.728673269,0.520026258,0.141166949,0.355998028,0.504204317,0.262119217,0.625495541,0.550124512,0.475411153,0
0.383437554,0.520530082,0.530296457,0.606406172,0.631644258,0.444485048,0.374851924,0.869390744,0.104772658,0
0.638414458,0.364482437,0.168152158,0.261626223,0.687941003,0.522570308,0.566312452,0.490175783,0.261152283,0
0.580300559,0.580638957,0.429646721,0.641004883,0.537054453,0.437418983,0.301747067,0.513103997,0.619106935,0
0.513212366,0.557314755,0.409046427,0.38079722,0.439577108,0.354156971,0.391859706,0.18171546,0.418871367,0
0.392820663,0.663337256,0.222998876,0.725446181,0.633707144,0.455852428,0.480489928,0.534507676,0.831315364,0
0.50262515,0.758968229,0.140935565,0.732632471,0.466184198,0.250960646,0.561243056,0.583713438,0.363335242,0
0.379983505,0.568642079,0.36235775,0.602861752,0.528441227,0.380575146,0.451114357,0.668656983,0.279019104,0
0.454936545,0.681590118,0.560465578,0.690327981,0.472545581,0.307652012,0.268707569,0.474941744,0.156154937,0
0.480963846,0.54455938,0.445102064,0.44486003,0.496938758,0.378067465,0.658774968,0.436247385,0.326716507,0
0.491643957,0.591494194,0.229491507,0.539466379,0.533345301,0.680133732,0.527139215,0.566904903,0.501473203,0
0.572394031,0.644648564,0.329272029,0.585941108,0.510168118,0.350664311,0.400996794,0.633034124,0.566250821,0
0.590861078,0.568726438,0.392005397,0.633769489,0.579183622,0.55818164,0.496452395,0.570206095,0.697713697,0
0.624784713,0.366212018,0.358811079,0.399778617,0.682809541,0.395022416,0.52460071,0.579465036,0.626532527,0
0.582488633,0.561805692,0.415389674,0.571402617,0.676714662,0.728127768,0.367925162,0.581255874,0.424716879,0
0.646122896,0.633867392,0.369554306,0.568127834,0.466045962,0.659715415,0.504121945,0.355480718,0.522537426,0
0.637314969,0.580679622,0.212966309,0.642546936,0.650353405,0.501967512,0.516963154,0.864372869,0.49758518,0
0.425807255,0.48850527,0.387565067,0.456891609,0.670326587,0.675065875,0.214238997,0.465973498,0.656000198,0
0.50262515,0.573128625,0.324974101,0.539833601,0.534840402,0.660075661,0.83342722,0.547648146,0.41631021,0
0.584600715,0.432383072,0.289361253,0.288607048,0.576524243,0.317826675,0.396009131,0.450849347,0.595402193,0
0.545461007,0.694630509,0.292503938,0.840276027,0.632214313,0.583151414,0.246646027,0.445112947,0.356004254,0
0.555384685,0.528289426,0.25257734,0.589369647,0.554884091,0.210313645,0.428282177,0.716473505,0.351573401,0
0.544082062,0.541092748,0.439352687,0.550352633,0.614093949,0.257988293,0.243190928,0.481954718,0.17801853,0
0.476066756,0.621483425,0.265266821,0.545831766,0.485317194,0.403639513,0.574432385,0.326927918,0.577072833,0
0.50262515,0.488697098,0.497910657,0.46756647,0.471453528,0.389320533,0.479397879,0.856985282,0.454863483,0
0.629668425,0.583618981,0.434434031,0.537922651,0.568472346,0.435287717,0.189722246,0.711292174,0.26959353,0
0.554688254,0.456137896,0.220263088,0.519146917,0.655663662,0.305170178,0.356901265,0.31487787,0.333607419,0
0.444653715,0.443644253,0.479633282,0.408838914,0.579703927,0.347342691,0.589866279,0.606683804,0.249730129,0
0.50262515,0.639439775,0.255683627,0.621306598,0.4966916,0.312987594,0.499397592,0.385013806,0.511992304,0
0.611931701,0.409100979,0.383575844,0.308018036,0.657006107,0.540393449,0.261577286,0.54143393,0.256178261,0
0.499585334,0.613849218,0.37280971,0.739282184,0.719121994,0.328725022,0.642423702,0.477953653,0.557553547,0
0.238899181,0.395542587,0.903253067,0.640164507,0.687859923,0.531857443,0.566306895,0.558846117,0.21273228,0
0.50262515,0.548521451,0.324146481,0.719215963,0.612499336,0.404812203,0.289926463,0.344015185,0.589038246,0
0.50262515,0.525304187,0.352043843,0.540715322,0.575659145,0.377329241,0.615372144,0.367052491,0.547325571,1
0.555319176,0.614166796,0.361136245,0.594562359,0.727332814,0.186383092,0.45734479,0.552675284,0.461542321,1
0.50262515,0.454490637,0.469139584,0.305198966,0.327486108,0.661256839,0.733365872,0.409994255,0.285450863,1
0.514531346,0.438944031,0.369511189,0.464285692,0.405907974,0.447465493,0.544469505,0.517336426,0.933855362,1
0.439320543,0.701712137,0.098866042,0.724688518,0.830448124,0.302362667,0.388520469,0.669311397,0.397363549,1
0.50262515,0.64755993,0.15334576,0.663456324,0.763922818,0.23479072,0.556189922,0.1319359,0.474436305,1
0.483394547,0.567006136,0.342194487,0.382054773,0.346737952,0.268285815,0.422004757,0.641925406,0.349830497,1
0.574102166,0.366290313,0.789566353,0.344726395,0.395453915,0.369702149,0.393356693,0.534507676,0.199704694,1
0.584083927,0.591300328,0.300547246,0.541657328,0.579703927,0.479915172,0.461607172,0.691149165,0.354630173,1
0.481771363,0.568214958,0.326645522,0.451917936,0.498615508,0.634519433,0.376024636,0.58306758,0.646349524,1
0.543126818,0.606658075,0.182882368,0.833502557,0.766753902,0.244090506,0.375887968,0.465372188,0.403665159,1
0.610438968,0.473043267,0.378098168,0.571434305,0.635788553,0.405410949,0.389171849,0.87708757,0.388599011,1
0.388036578,0.667119742,0.240528744,0.691092226,0.798193188,0.467564644,0.330967388,0.525792344,0.458390114,1
0.551006383,0.534314678,0.443567261,0.569812686,0.548454973,0.290885495,0.323440199,0.510984187,0.327582314,1
0.582466537,0.437687475,0.345453106,0.457678589,0.579703927,0.415643741,0.387075424,0.479867007,0.191050268,1
0.50262515,0.517922782,0.373917759,0.479842326,0.481083567,0.408152064,0.431486377,0.40691562,0.288721384,1
0.560419995,0.530856898,0.220813412,0.677507726,0.609665175,0.575005248,0.443210795,0.798604555,0.419201022,1
0.511173178,0.546122258,0.438448646,0.499610746,0.655370554,0.466851915,0.395094767,0.39397259,0.285198471,1
0.406763874,0.701072872,0.126058187,0.608396511,0.579703927,0.516847898,0.508019424,0.552949025,0.457668898,1
0.479120397,0.550808055,0.280995738,0.50551429,0.579703927,0.477825338,0.474608818,0.654219882,0.448604408,1
0.341087283,0.669466574,0.224233626,0.709988303,0.739195838,0.602568077,0.574999785,0.593881082,0.335239339,1
0.50262515,0.554543606,0.322240998,0.549998895,0.591515179,0.1998278,0.45340977,0.234704468,0.555342866,1
0.50262515,0.572001739,0.282681105,0.600689324,0.758717808,0.239662069,0.446760667,0.754302836,0.293004787,1
0.607265103,0.531306335,0.344270675,0.528860297,0.579703927,0.370183869,0.438438169,0.489908323,0.786972143,1
0.552946076,0.619550754,0.369481878,0.653188167,0.667534923,0.593734795,0.502323042,0.592113304,0.433190275,1
0.299106487,0.583775329,0.352817092,0.430067479,0.563798088,0.14518325,0.346174108,0.372739346,0.594244535,1
0.50262515,0.343548473,0.735897234,0.444511934,0.315877345,0.328396894,0.705193566,0.563274888,0.596469048,1
0.557715158,0.480129698,0.274467429,0.471731076,0.622308073,0.714471378,0.379022963,0.655955297,0.513433524,1
0.421139213,0.506803304,0.604163132,0.332581602,0.35269222,0.611488897,0.352880596,0.621023111,0.417782751,1
0.519260875,0.390745906,0.506358938,0.221462489,0.328934996,0.567493836,0.581820497,0.587180581,0.442283372,1
0.50262515,0.600703653,0.192356282,0.739156966,0.625432472,0.179299906,0.391567261,0.599831118,0.463020582,1
0.67782864,0.436921016,0.652009756,0.626004446,0.579703927,0.30305902,0.458556101,0.826125215,0.538985611,1
0.532712845,0.493410434,0.236634423,0.557594784,0.587074024,0.526621941,0.259128501,0.663978666,0.576239515,1
0.570880026,0.662868612,0.275106746,0.723815443,0.579703927,0.597007969,0.469317279,0.550881603,0.546945885,1
0.553310223,0.597923207,0.350532989,0.634528588,0.660116755,0.481815328,0.736792847,0.344394887,0.421381363,1
0.591128259,0.420483586,0.35617069,0.421982695,0.507532872,0.297534184,0.684199979,0.630879691,0.618517593,1
0.491425675,0.421344614,0.726786948,0.187061614,0.256082636,0.65149178,0.548733408,0.541896612,0.801324815,1
0.48566968,0.6950716,0.125858187,0.783849695,0.826295044,0.33530718,0.637110884,0.346438026,0.448097065,1
0.583411976,0.353550091,0.588851455,0.328259893,0.479958872,0.74139821,0.690500953,0.534507676,0.370710066,1
0.50262515,0.606565774,0.318054727,0.437995273,0.560109505,0.357333055,0.512009949,0.625464751,0.342531934,1
0.338314615,0.56528452,0.465925677,0.385077669,0.553030502,0.572407995,0.454526436,0.522603737,0.670372805,1
0.425280278,0.651100002,0.190615602,0.729962338,0.579703927,0.296375396,0.437151054,0.566544551,0.476204795,1
0.46992844,0.547630135,0.362334517,0.545250504,0.6820347,0.396446176,0.14787771,0.849105648,0.423696241,1
0.62682041,0.398714106,0.357803142,0.593307453,0.499410632,0.523261021,0.516966994,0.666801979,0.556616462,1
0.489307288,0.437274349,0.661138865,0.236428122,0.387554673,0.20796738,0.528935125,0.581081086,0.308242902,1
0.625507894,0.500512771,0.504380752,0.641312224,0.579703927,0.396272676,0.614376253,0.580565481,0.445980906,1
0.50262515,0.600555031,0.350810133,0.51264507,0.579703927,0.353695888,0.367557331,0.459246524,0.33891954,1
0.50262515,0.474162672,0.559263674,0.475441882,0.518497165,0.680054179,0.589736643,0.553737085,0.483246926,1
0.576662782,0.523713142,0.27559561,0.5907422,0.580851686,0.439645182,0.426642952,0.433858644,0.643659063,1
0.36273387,0.499312221,0.292329519,0.293836894,0.414894683,0.606220377,0.349633971,0.645781593,0.412373287,1
0.531779573,0.564531236,0.413227395,0.612426161,0.808339797,0.391594625,0.424639851,0.59770949,0.212023351,1
0.673857563,0.402463038,0.330899983,0.430945842,0.444265622,0.516488026,0.466986574,0.587583988,0.52014641,1
0.421850497,0.637341241,0.215799591,0.686744729,0.70763245,0.27344948,0.434163236,0.341601717,0.277421829,1
0.414535498,0.528738561,0.314102804,0.297033356,0.360697991,0.321746982,0.487379907,0.063596347,0.138346411,1
0.54408228,0.490612078,0.548765067,0.459799065,0.683329599,0.254860945,0.454620588,0.665605991,0.372952057,1
0.643461738,0.367011019,0.569741686,0.410333194,0.579703927,0.360081883,0.369927316,0.395437692,0.465308131,1
0.387317555,0.572501489,0.299181345,0.402345415,0.504791928,0.350779514,0.318161809,0.54157364,0.276375759,1
0.698441558,0.393574864,0.377871406,0.572532973,0.579703927,0.30612323,0.330444459,0.605141019,0.509239047,1
0.37178134,0.672673583,0.287284981,0.543895501,0.579703927,0.389117223,0.408675094,0.444259635,0.376169601,1
0.348040063,0.643011423,0.273198417,0.52649823,0.551193075,0.302359307,0.516941594,0.642735009,0.466629949,1
0.5567082,0.426297997,0.413520258,0.588339411,0.651247853,0.379423264,0.501819759,0.534507676,0.523733725,1
0.50262515,0.767932793,0.040834611,0.76204011,0.749460782,0.302384968,0.448235648,0.512077313,0.497509697,1
0.504155901,0.509681787,0.431613916,0.642222784,0.785168648,0.491084129,0.621777278,0.328992962,0.409119828,1
0.563596734,0.481428906,0.522763912,0.580938089,0.656999578,0.28515229,0.346607677,0.483151233,0.332688232,1
0.538264299,0.632446647,0.238215332,0.496998775,0.674407769,0.702887999,0.595091278,0.478233972,0.521526631,1
0.514466744,0.581794598,0.189936293,0.599901618,0.579703927,0.327984024,0.313097442,0.497312475,0.804028082,1
0.50262515,0.512087829,0.449796114,0.411311186,0.415254305,0.592985442,0.406689796,0.534507676,0.557394427,1
0.62301027,0.37791859,0.459403966,0.258313999,0.338307933,0.501668706,0.496213509,0.639291652,0.344985563,1
0.596616798,0.316724868,0.547422384,0.31998366,0.579703927,0.377070691,0.468233025,0.444977487,0.470601504,1
0.448884699,0.635697789,0.298907223,0.675402789,0.756359263,0.586974888,0.52371687,0.44333479,0.677011187,1
0.50262515,0.537275033,0.461270234,0.558730283,0.53834879,0.547199275,0.491339527,0.37648378,0.49203387,1
0.664690034,0.422551349,0.64324621,0.513713135,0.559249992,0.287086886,0.402765784,0.500828437,0.573845745,1
0.351655633,0.58389316,0.257267616,0.414571093,0.626806728,0.389819975,0.352619625,0.679753492,0.355379237,1
0.438787034,0.36286861,0.567172993,0.260858134,0.444436032,0.514045565,0.717983116,0.433714528,0.741237173,1
0.410321726,0.582672155,0.314199213,0.496434394,0.579703927,0.315775004,0.513552845,0.66184107,0.393930828,1
0.472617798,0.559859725,0.27488523,0.626330617,0.657932242,0.542512024,0.312413585,0.480855282,0.459778253,1
0.544535709,0.446133991,0.590191024,0.445302166,0.489216195,0.389987159,0.394469644,0.642599606,0.626771636,1
0.561436173,0.488262214,0.56268008,0.456818568,0.449460245,0.181416978,0.466115895,0.601567569,0.387554298,1
0.528079297,0.575131511,0.21171494,0.578346545,0.579703927,0.621923209,0.530774017,0.637824797,0.563762346,1
0.50262515,0.469175553,0.401806247,0.472981795,0.520861327,0.34201189,0.30153992,0.400659751,0.603335477,1
0.398536935,0.639062407,0.212921635,0.575083372,0.681466342,0.338881195,0.690591027,0.842456568,0.490435752,1
0.307398186,0.65136125,0.11496947,0.558787351,0.5615852,0.404667416,0.410219541,0.551758998,0.10598169,1
0.522193978,0.50195559,0.3557734,0.632917023,0.579703927,0.426764577,0.488421876,0.72233259,0.402500726,1
0.45840732,0.500123991,0.542460359,0.408755284,0.697989963,0.574155475,0.599578331,0.832242109,0.490887818,1
0.50262515,0.485577652,0.382452688,0.399451549,0.435506522,0.576122697,0.451287669,0.418324785,0.462102696,1
0.769594149,0.419537403,0.619253498,0.567530097,0.627786929,0.518029253,0.43396636,0.534507676,0.336516196,1
0.359746713,0.517724563,0.475120269,0.3631359,0.48710511,0.26383426,0.339302726,0.936408801,0.394151149,1
0.50262515,0.571030369,0.398467841,0.58100672,0.579703927,0.453701229,0.397205416,0.954221696,0.5423089,1
0.743931715,0.435234178,0.561758593,0.469887671,0.611620874,0.542149429,0.65731192,0.359932644,0.521674514,1
0.601329046,0.523900184,0.476024039,0.411261343,0.503721387,0.63880664,0.418925645,0.773857299,0.376791042,1
0.557760081,0.555993174,0.252413565,0.53757793,0.579703927,0.591718093,0.42383533,0.637722208,0.193367428,1
0.539854545,0.395477096,0.533811994,0.231671801,0.364390308,0.167437118,0.599893248,0.501493859,0.348321073,1
0.803179081,0.44242,0.709495542,0.433382387,0.602304385,0.270981024,0.532172813,0.476675913,0.279817118,1
0.409201699,0.543214309,0.20706655,0.417416221,0.43158761,0.460928208,0.458869776,0.546695733,0.560063065,1
0.749057744,0.499310514,0.429053821,0.719903641,0.748077639,0.479594017,0.527816768,0.378560242,0.445141261,1
0.270866124,0.620470875,0.272687067,0.450747188,0.579703927,0.40081643,0.455583087,0.483377441,0.599486781,1
0.408303668,0.496196099,0.313145633,0.387253514,0.458131865,0.562219023,0.6683485,0.547600804,0.374954696,1
0.50262515,0.489260683,0.494354314,0.453950475,0.629060534,0.521935289,0.550826241,0.470031854,0.583498333,1
0.390971671,0.620551722,0.234580519,0.412474496,0.579703927,0.509414295,0.321210008,0.587107193,0.663229768,1
0.50262515,0.474448513,0.616365238,0.278725173,0.579703927,0.618339003,0.587947875,0.513810325,0.692733921,1
0.483637635,0.48745,0.436068153,0.3807328,0.442420323,0.51422689,0.47760312,0.48496513,0.654288867,1
0.431668577,0.51227576,0.402843109,0.314600772,0.474092839,0.303437994,0.207655651,0.642589894,0.623037912,1
0.50262515,0.59866821,0.381754153,0.362018651,0.487818315,0.469464312,0.187371157,0.529674965,0.310798724,1
0.45145913,0.590797132,0.186537278,0.51791958,0.519209978,0.340085317,0.374460613,0.504798418,0.586761343,1
0.65610125,0.428773785,0.29148117,0.607148178,0.579703927,0.61766058,0.229488972,0.478051253,0.517427608,1
0.620341334,0.41238848,0.664601998,0.393737265,0.501472778,0.555716919,0.527419601,0.609891111,0.458942935,1
0.56869439,0.641602805,0.184386207,0.715465678,0.677401286,0.472712252,0.487018794,0.640497795,0.158242294,1
0.39172509,0.541761281,0.312897533,0.364127642,0.473228744,0.291881947,0.632715538,0.613945521,0.565108425,1
0.513352223,0.47173851,0.561351396,0.362616973,0.4739194,0.518504225,0.558526447,0.503146879,0.534249451,1
0.390771606,0.601136335,0.295116303,0.445510407,0.579703927,0.238633538,0.444033228,0.39675205,0.286037517,1
0.50262515,0.535334972,0.280126979,0.523274232,0.568495223,0.35377811,0.342800205,0.731360098,0.452525089,1
0.699480555,0.412147909,0.491381863,0.380611753,0.366555738,0.405120434,0.394382695,0.612415665,0.430917074,1
0.259797902,0.69465833,0.160600046,0.562050252,0.592375778,0.57298503,0.445151351,0.396836285,0.755637304,1
0.504627792,0.511294217,0.332415839,0.55508753,0.657110343,0.831394602,0.539265543,0.682198752,0.558069169,1
0.473716541,0.559457413,0.391426349,0.595892378,0.683524547,0.289191373,0.568337229,0.490560512,0.366098372,1
0.422425478,0.60961465,0.209595905,0.581819954,0.584284868,0.178221688,0.478298079,0.442864539,0.793837389,1
0.677478804,0.273765618,0.919945828,0.302756206,0.257231689,0.523493343,0.434231148,0.332569804,0.507142038,1
0.603386035,0.42263796,0.316258408,0.476022222,0.58419882,0.639213796,0.614510009,0.364510701,0.712480074,1
0.551958653,0.654392291,0.302875288,0.733065216,0.579703927,0.257704171,0.231164925,0.534959791,0.595916447,1
0.489951695,0.477477785,0.447350338,0.433155184,0.279374715,0.367426242,0.477799038,0.671187668,0.577042922,1
0.417627621,0.597514776,0.313544563,0.633270732,0.579703927,0.37154109,0.588579822,0.394690673,0.36322762,1
0.450000126,0.45310811,0.662677461,0.304565864,0.493172575,0.531929678,0.633637199,0.519791549,0.427195534,1
0.474747852,0.741422487,0.085310326,0.844705252,0.579703927,0.275810972,0.372813536,0.61483888,0.555417232,1
0.522389054,0.403622418,0.374889579,0.296777251,0.419140108,0.445972836,0.332953441,0.707229561,0.145706168,1
