"","ph","Hardness","Solids","Chloramines","Sulphate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
"1574",0.429329827,0.4973905,0.256453645,0.611602508,0.830854062,0.232655411,0.694046618,0.673118543,0.646112196,1
"3024",0.377713058,0.716710899,0.450081378,0.53096387,0.312029666,0.494162306,0.431117988,0.445428138,0.351868785,0
"1488",0.575861866,0.283915852,0.575650712,0.343492035,0.579703927,0.493089997,0.187403408,0.793890741,0.300629892,1
"1093",0.50262515,0.572001739,0.282681105,0.600689324,0.758717808,0.239662069,0.446760667,0.754302836,0.293004787,1
"2999",0.652199707,0.553517506,0.458945659,0.559336703,0.579703927,0.476323501,0.408448809,0.514680063,0.297921605,0
"201",0.426431118,0.66384708,0.262750895,0.386842944,0.528891802,0.255837405,0.42628303,0.314908478,0.752254504,0
"1122",0.673857563,0.402463038,0.330899983,0.430945842,0.444265622,0.516488026,0.466986574,0.587583988,0.52014641,1
"3150",0.409360153,0.63938368,0.016927069,0.4809959,0.714466437,0.767358716,0.477889927,0.497198079,0.420837025,1
"1251",0.376569384,0.528624369,0.356030666,0.456512723,0.394356716,0.297270071,0.5158767,0.55067966,0.504714781,0
"2932",0.727976089,0.595356066,0.218517869,0.483168399,0.477370562,0.501675588,0.582825544,0.583980242,0.369336869,0
"159",0.604380777,0.599035759,0.559644239,0.651831824,0.72679861,0.517364742,0.444510045,0.534507676,0.43901383,0
"2380",0.506370299,0.477394477,0.34060084,0.557308368,0.706694231,0.682146898,0.399352655,0.685557422,0.343359522,1
"2826",0.448793113,0.686966668,0.42470548,0.705468585,0.566722015,0.505960181,0.542218831,0.553068564,0.229518006,1
"771",0.381120629,0.475922837,0.61852828,0.73741854,0.608635538,0.495907398,0.484071149,0.523993863,0.467380673,1
"2730",0.39759489,0.385733043,0.234027176,0.599573362,0.579703927,0.361219561,0.459791464,0.606977161,0.373371286,1
"937",0.410466371,0.493448465,0.579781614,0.447310087,0.5640357,0.3019813,0.39650847,0.566175884,0.445901306,0
"2664",0.32547548,0.395335885,0.231171271,0.713055584,0.579703927,0.52856042,0.218303618,0.439518614,0.556297471,0
"2981",0.427409378,0.631593891,0.297471602,0.493336383,0.53341663,0.458260238,0.648903399,0.429360411,0.453655279,0
"2330",0.509721615,0.504732476,0.314936403,0.606139064,0.501177994,0.30506388,0.515139072,0.593431975,0.212552802,1
"3219",0.418558722,0.872508235,0.054506582,0.29124276,0.746234427,0.4645169,0.159508614,0.392799813,0.373725482,1
"503",0.383396178,0.464289205,0.471020078,0.4797999,0.579703927,0.493119348,0.657863357,0.539892325,0.532650707,0
"2254",0.439660654,0.406567843,0.319518389,0.761613296,0.514559356,0.565916949,0.558184066,0.334713495,0.445057386,0
"953",0.530142689,0.627342521,0.253696619,0.689284956,0.542319093,0.492801943,0.566347131,0.645222,0.407186535,0
"1085",0.582466537,0.437687475,0.345453106,0.457678589,0.579703927,0.415643741,0.387075424,0.479867007,0.191050268,1
"2805",0.352998011,0.432651076,0.319925584,0.60116359,0.844124013,0.298247257,0.509459269,0.550619022,0.685601578,1
"1616",0.502274227,0.464409052,0.202491547,0.585879142,0.579703927,0.682578058,0.422087685,0.489580341,0.24117318,1
"3130",0.456993215,0.73465042,0.356878119,0.355437703,0.700207438,0.267174533,0.457868317,0.781201484,0.47429447,1
"2807",0.524099989,0.469079624,0.299190243,0.530338771,0.42428459,0.430957615,0.481724325,0.689124273,0.6677697,1
"1945",0.439227512,0.374082648,0.332896008,0.513104555,0.579703927,0.437463759,0.407255945,0.516435776,0.53424369,1
"1585",0.479699963,0.528598947,0.257543833,0.471010788,0.526807621,0.235712486,0.600212,0.685162587,0.671157501,1
"2417",0.538735726,0.662763301,0.304673991,0.312540659,0.423970013,0.46475733,0.588336316,0.426763168,0.542173097,1
"1638",0.50262515,0.39520958,0.436160342,0.355560188,0.462796855,0.651800047,0.462724249,0.427901079,0.616312352,1
"777",0.50262515,0.393309859,0.458143951,0.627375558,0.748748974,0.419439125,0.635199084,0.421075384,0.658005291,1
"1462",0.53227777,0.565008363,0.254559082,0.501154012,0.579703927,0.292850491,0.340800708,0.736277905,0.468912982,0
"734",0.659960026,0.59899118,0.238213333,0.533927234,0.554295257,0.688873144,0.551000783,0.536639598,0.382297434,1
"267",0.370845309,0.5936414,0.23881228,0.53907564,0.551398832,0.362384564,0.59693487,0.671475444,0.455625059,1
"1812",0.50262515,0.724475205,0.305693961,0.527152615,0.500070178,0.41613298,0.404525443,0.483370403,0.536479614,0
"2477",0.360401838,0.479776356,0.365096517,0.764644542,0.47559824,0.470066931,0.460376135,0.659800536,0.355792521,0
"595",0.377435478,0.501550616,0.430362946,0.452488898,0.565688204,0.632495211,0.582316657,0.375852998,0.633572158,0
"2734",0.499318048,0.647430632,0.285002073,0.539872149,0.706949934,0.604558371,0.443956474,0.706633428,0.70607714,1
"3135",0.602377916,0.412646297,0.255857156,0.631840771,0.486091209,0.522003189,0.50205957,0.573903561,0.412467939,1
"1373",0.460912911,0.51829357,0.356515313,0.513713725,0.579703927,0.301497321,0.381534702,0.539293581,0.373428833,0
"2050",0.506860507,0.631415654,0.277788856,0.69115248,0.550000071,0.45651097,0.550812272,0.62780168,0.63067449,1
"2079",0.417222774,0.533874374,0.285701648,0.414426377,0.799244836,0.772008353,0.591170142,0.749076688,0.52704867,0
"2167",0.426614283,0.504314488,0.374405485,0.521374067,0.579703927,0.462938701,0.546184058,0.518820192,0.70239077,0
"1556",0.502424669,0.722512336,0.248045274,0.565069949,0.501707526,0.58534389,0.587234457,0.737167933,0.469224969,1
"2727",0.51071758,0.694130516,0.23622421,0.646166282,0.914450095,0.322204269,0.489139164,0.425167356,0.223840197,1
"811",0.070708015,0.311162245,0.272581391,0.699905178,0.895875793,0.246227602,0.315328595,0.347556145,0.701570011,1
"1577",0.511400994,0.436687736,0.502034614,0.401794161,0.579703927,0.447426535,0.51271658,0.495818078,0.660586614,1
"325",0.563327945,0.600745001,0.632629408,0.846871908,0.433771264,0.252914845,0.31360814,0.518606713,0.593681888,1
"3206",0.477292669,0.65606251,0.121241344,0.4379922,0.666240251,0.127493961,0.419173964,0.519592036,0.378111074,1
"3167",0.534826669,0.371199541,0.468201313,0.642581173,0.579703927,0.611509701,0.281093357,0.464145284,0.066425978,1
"166",0.522003489,0.824372671,0.234452065,0.606951302,0.725973315,0.409407876,0.557916655,0.553286714,0.424677578,0
"102",0.524917465,0.637787602,0.183858033,0.668302049,0.579703927,0.546768965,0.610933879,0.592052068,0.648681255,0
"366",0.342061504,0.679967872,0.457320494,0.821764108,0.165963197,0.46055169,0.367233672,0.716141018,0.273558742,1
"776",0.50262515,0.57185841,0.439092446,0.551575627,0.499747618,0.398731403,0.625355998,0.49283725,0.59549492,1
"2324",0.376991112,0.43273293,0.29690068,0.346389375,0.579703927,0.289819242,0.510576354,0.505189502,0.412669131,1
"2153",0.50262515,0.358437404,0.415431857,0.544481368,0.579703927,0.494354235,0.235818664,0.553808754,0.403267606,0
"2789",0.400237569,0.582045134,0.600145524,0.569811804,0.783093537,0.576984613,0.433533936,0.686404446,0.46330523,1
"2422",0.375601053,0.593044031,0.474621085,0.272555917,0.6040403,0.318412552,0.607854983,0.287307551,0.431233274,1
"3216",0.400615939,0.814133957,0.711901939,0.297873605,0.675698375,0.471116765,0.545699354,0.490919845,0.440065847,1
"372",0.426142892,0.534524836,0.279595525,0.322080406,0.782914749,0.394017758,0.357853894,0.384833601,0.515624743,1
"3029",0.383541727,0.447612525,0.441312638,0.603826671,0.701801513,0.38532109,0.455248313,0.657154878,0.360651245,0
"2427",0.592132708,0.6349547,0.386876348,0.405574037,0.641874039,0.582747509,0.345039562,0.458987201,0.536819197,1
"1991",0.555268438,0.740068063,0.350828907,0.457370646,0.755866714,0.304879297,0.464542236,0.542310775,0.489879842,1
"800",0.670939174,0.607995026,0.332828161,0.762233828,0.574775927,0.46443401,0.328683243,0.435567883,0.60799415,1
"1205",0.426755946,0.542891069,0.364860953,0.415707025,0.594713929,0.401008696,0.343643303,0.479372713,0.429566023,1
"177",0.517195689,0.557704991,0.385217537,0.579200426,0.602173953,0.695515387,0.432428318,0.502281607,0.398241155,0
"1090",0.479120397,0.550808055,0.280995738,0.50551429,0.579703927,0.477825338,0.474608818,0.654219882,0.448604408,1
"2130",0.50262515,0.556446667,0.33530885,0.513032335,0.385317405,0.470182386,0.306864085,0.565929498,0.446003584,0
"1576",0.50262515,0.785027042,0.268446218,0.57974458,0.579703927,0.430749119,0.572872375,0.625275425,0.539620275,1
"2488",0.667819283,0.742555093,0.210430743,0.455720011,0.543486734,0.294359921,0.418003749,0.471055889,0.440163107,0
"622",0.50262515,0.529461383,0.49764705,0.510494571,0.605609893,0.435267968,0.58416928,0.398708873,0.276620995,0
"1115",0.489307288,0.437274349,0.661138865,0.236428122,0.387554673,0.20796738,0.528935125,0.581081086,0.308242902,1
"1187",0.677478804,0.273765618,0.919945828,0.302756206,0.257231689,0.523493343,0.434231148,0.332569804,0.507142038,1
"1043",0.392820663,0.663337256,0.222998876,0.725446181,0.633707144,0.455852428,0.480489928,0.534507676,0.831315364,0
"1154",0.45840732,0.500123991,0.542460359,0.408755284,0.697989963,0.574155475,0.599578331,0.832242109,0.490887818,1
"262",0.343983342,0.617555436,0.263867691,0.556490839,0.425367222,0.524599849,0.510241238,0.624323584,0.553076916,1
"207",0.563962089,0.387511354,0.122297352,0.536458868,0.367334157,0.39563689,0.544829156,0.505249124,0.526932747,0
"2141",0.519454443,0.6589061,0.264074967,0.566556057,0.40700125,0.589526098,0.600726267,0.538417494,0.481486362,0
"987",0.546521016,0.556001086,0.186814823,0.492858926,0.62567123,0.418537899,0.63846044,0.4232517,0.341849432,0
"64",0.620863715,0.535785365,0.399553342,0.616821944,0.579703927,0.379222352,0.390067846,0.387002684,0.572501465,0
"2216",0.570669731,0.524150833,0.269690826,0.642694966,0.521943181,0.43720914,0.466327518,0.626234851,0.415720124,0
"2786",0.61634953,0.504931996,0.219470596,0.464738638,0.356101959,0.369362346,0.390330766,0.425214298,0.306551403,1
"2405",0.687480492,0.616415346,0.408083081,0.746140549,0.568627926,0.371719482,0.692627257,0.690417628,0.220317163,1
"1949",0.569778634,0.679553196,0.246935111,0.421450245,0.704990103,0.755693091,0.459435778,0.390857535,0.624618629,1
"376",0.42794882,0.642661241,0.487013595,0.550435905,0.570210438,0.739950947,0.595449358,0.522293778,0.641059236,1
"1692",0.552236786,0.441136065,0.624488977,0.444340849,0.47816677,0.6022389,0.53146053,0.60174024,0.702265887,0
"3028",0.377857455,0.461770464,0.465897353,0.646167498,0.53409119,0.523200139,0.442463685,0.419738995,0.393708168,0
"1299",0.661917185,0.565198169,0.330965085,0.507771337,0.591708624,0.571468968,0.64998181,0.534507676,0.544535729,0
"3172",0.519526302,0.462773975,0.227980116,0.586071747,0.592688669,0.246576461,0.609495866,0.466029331,0.519270379,1
"2176",0.51962549,0.535692112,0.347678627,0.486817202,0.658175134,0.414245266,0.351821589,0.653061024,0.533480945,0
"2474",0.210390647,0.28769823,0.271046888,0.801987854,0.579703927,0.480449726,0.304871211,0.637443473,0.684436145,0
"899",0.484591381,0.337096138,0.283199774,0.29220606,0.579703927,0.336967909,0.323150579,0.781660688,0.490744386,0
"407",0.337556112,0.733568618,0.336802061,0.366654407,0.710161715,0.401551406,0.596537986,0.633442879,0.322618911,1
"403",0.411953543,0.816273878,0.247872581,0.577445,0.529513328,0.424890498,0.501312934,0.487450591,0.462486384,1
"1151",0.398536935,0.639062407,0.212921635,0.575083372,0.681466342,0.338881195,0.690591027,0.842456568,0.490435752,1
"1061",0.476066756,0.621483425,0.265266821,0.545831766,0.485317194,0.403639513,0.574432385,0.326927918,0.577072833,0
"2438",0.50262515,0.655359819,0.251148529,0.467673895,0.561044605,0.386663417,0.477100926,0.64579664,0.385738819,1
"3185",0.591790823,0.377746826,0.231204241,0.680867336,0.494507629,0.246630891,0.438798953,0.919155504,0.534063402,1
"2858",0.50262515,0.389906024,0.487901937,0.426189508,0.349592485,0.227794432,0.448454111,0.623014733,0.503608438,1
"238",0.495558485,0.472070796,0.202035992,0.550206104,0.579703927,0.451407261,0.273879393,0.668699532,0.429965885,0
"2796",0.323814222,0.443622675,0.492246894,0.526254927,0.807038264,0.357032795,0.56936747,0.564288578,0.328727688,1
"2532",0.648308428,0.611119377,0.227114623,0.365403281,0.580913074,0.22787666,0.328594672,0.55472565,0.375682704,0
"1909",0.50262515,0.315131233,0.12734127,0.389049862,0.579703927,0.731178279,0.270243319,0.808015974,0.363761866,1
"2212",0.343431411,0.503201291,0.308623608,0.52465314,0.654506195,0.692491873,0.233880781,0.587489159,0.406080539,0
"499",0.459108032,0.474785469,0.421512856,0.543448459,0.570107254,0.673716878,0.374493113,0.486757665,0.866514441,0
"1992",0.521081524,0.489584916,0.219767979,0.433337386,0.487480953,0.425221047,0.607795788,0.593036858,0.681812067,1
"2003",0.502502628,0.62776536,0.318941809,0.525039754,0.690032587,0.620258192,0.502047251,0.544886164,0.5874511,1
"1143",0.351655633,0.58389316,0.257267616,0.414571093,0.626806728,0.389819975,0.352619625,0.679753492,0.355379237,1
"724",0.724138021,0.705764825,0.24246911,0.651725194,0.579703927,0.725463252,0.489317962,0.499974237,0.457934989,1
"2082",0.421713822,0.539887722,0.313240075,0.570637536,0.56605661,0.249295649,0.624726907,0.619978595,0.448103841,0
"2123",0.579077987,0.600660422,0.397511347,0.46068277,0.548523431,0.587568569,0.465595073,0.479647301,0.249416538,0
"512",0.520854074,0.561848165,0.354162887,0.569608371,0.598893927,0.345865702,0.209002133,0.513406588,0.527064453,0
"1886",0.403473467,0.433810547,0.233587556,0.57795286,0.579703927,0.290820999,0.325278497,0.604814846,0.741161691,0
"1870",0.467715546,0.466370211,0.62468249,0.552880931,0.423523669,0.191721734,0.659867242,0.654139699,0.847084057,0
"1004",0.327283481,0.502974026,0.551275505,0.470168477,0.532774051,0.393276449,0.670492262,0.499629273,0.576707813,0
"495",0.50262515,0.417836886,0.344759658,0.565422999,0.455097905,0.483209789,0.202195978,0.482715499,0.579501158,0
"2690",0.512308791,0.522167573,0.236118882,0.485722491,0.525142587,0.600755338,0.399623818,0.872346926,0.308983861,0
"2530",0.527222038,0.511013659,0.197017039,0.402466868,0.608582284,0.513794832,0.598729436,0.305035984,0.546934681,0
"1147",0.544535709,0.446133991,0.590191024,0.445302166,0.489216195,0.389987159,0.394469644,0.642599606,0.626771636,1
"1664",0.50262515,0.569304854,0.535747513,0.441743784,0.555364125,0.276568464,0.087091658,0.571567038,0.653286016,0
"1029",0.443549817,0.442111141,0.365969418,0.354083278,0.563530314,0.643153401,0.567629044,0.41186666,0.462047047,0
"2395",0.50262515,0.470706478,0.286428885,0.614253653,0.63993682,0.592309389,0.494237088,0.504891977,0.324830975,1
"3170",0.404746153,0.343556616,0.395079283,0.754407141,0.543317144,0.577887774,0.820088045,0.618945717,0.451280639,1
"1284",0.515528056,0.481559932,0.217688845,0.44157545,0.536781124,0.420522963,0.389668146,0.508743564,0.434225718,0
"3261",0.50262515,0.316675332,0.142499046,0.679005301,0.579703927,0.431453017,0.247841846,0.600634359,0.42532767,1
"454",0.391712436,0.430661161,0.341903031,0.567953883,0.550330202,0.218361833,0.458659369,0.514339606,0.494160261,0
"2469",0.404978515,0.552176475,0.151444549,0.661937136,0.609280861,0.343855189,0.750205866,0.646998054,0.086995017,0
"1228",0.753590948,0.499593077,0.52260704,0.671778171,0.579703927,0.673060551,0.462948679,0.686792354,0.472925782,1
"1101",0.50262515,0.600703653,0.192356282,0.739156966,0.625432472,0.179299906,0.391567261,0.599831118,0.463020582,1
"3031",0.574313733,0.55571281,0.208159285,0.496622763,0.647301721,0.371654601,0.341011759,0.347941056,0.296425782,0
"797",0.627690567,0.671149824,0.110238125,0.70093534,0.579703927,0.40943866,0.377448911,0.534507676,0.385695896,1
"3176",0.501949776,0.502033688,0.506198803,0.569357736,0.563080908,0.379851176,0.661358755,0.648663559,0.367303162,1
"1606",0.531799216,0.374852094,0.063166821,0.800109817,0.987242801,0.304436527,0.503924323,0.600533626,0.244999766,1
"1470",0.481417838,0.543876797,0.564498279,0.431912695,0.37516054,0.3647103,0.596088766,0.735397813,0.553910085,0
"2341",0.499342917,0.636622564,0.318398651,0.386727993,0.516681206,0.15488374,0.61924207,0.534507676,0.5450255,1
"3151",0.468811186,0.703155417,0.919439979,0.392450691,0.579703927,0.409774997,0.362142886,0.567081893,0.726592963,1
"615",0.50262515,0.636178101,0.386795819,0.370282319,0.579703927,0.351964836,0.523220775,0.531651901,0.526597545,0
"2907",0.529844566,0.710476514,0,0.332420341,0.588295325,0.314095009,0.698140691,0.700252924,0.382078291,0
"2288",0.444112829,0.514741903,0.243564586,0.506257384,0.505332713,0.203336763,0.374134626,0.654287231,0.385706563,0
"1772",0.349004076,0.817899631,0.249164384,0.519231244,0.390767717,0.678659643,0.578602915,0.63977534,0.308068276,0
"2250",0.314322074,0.260805666,0.308328677,0.892516921,0.579703927,0.25690956,0.487053972,0.39443226,0.484176427,0
"2801",0.563808051,0.627208335,0.231886649,0.601596865,0.486185438,0.275561554,0.621595161,0.53764419,0.500540767,1
"2701",0.508398476,0.503343153,0.512394119,0.472409958,0.586167384,0.348153229,0.646513238,0.609799226,0.545169548,0
"2382",0.353263907,0.446182409,0.372371953,0.319508788,0.60121377,0.28880992,0.424392262,0.679958794,0.441012944,1
"2944",0.778106052,0.472637426,0.416731857,0.572041496,0.520975487,0.352737088,0.585138286,0.341358809,0.413115976,0
"2918",0.4259628,0.636941361,0.395931421,0.459435773,0.50264662,0.18013758,0.49764586,0.319682505,0.430669942,0
"1789",0.531181231,0.434892799,0.519072285,0.590556918,0.579703927,0.379622445,0.483694746,0.555846758,0.5762203,0
"240",0.33737947,0.743013562,0.369621314,0.436043101,0.708916423,0.401867112,0.551133005,0.535366954,0.466550708,0
"3006",0.586454141,0.590478187,0.366108504,0.564852269,0.579703927,0.314991422,0.477018762,0.564894686,0.428561897,0
"190",0.473286585,0.235289691,0.418987379,0.571956703,0.520542876,0.254895628,0.659354274,0.689970168,0.518871834,0
"1775",0.496484751,0.559949112,0.351174205,0.451567206,0.634330492,0.412165844,0.669865629,0.393461155,0.481749899,0
"9",0.50262515,0.259552613,0.229280911,0.583340396,0.396689731,0.363536922,0.402530612,0.431526714,0.405561955,0
"3240",0.711477847,0.444311944,0.254722288,0.531656098,0.490801742,0.36270034,0.435402002,0.574839494,0.375219978,1
"1975",0.467794643,0.532640979,0.116438872,0.429352676,0.64148164,0.313982164,0.362919176,0.459013943,0.561743022,1
"2526",0.406580297,0.429734198,0.362446636,0.495553151,0.511664555,0.609571324,0.355249639,0.534507676,0.611153474,0
"697",0.681805037,0.597095277,0.408314198,0.458071921,0.53281532,0.553953474,0.683966229,0.423189038,0.668160988,1
"217",0.506154886,0.514027892,0.065404612,0.255490451,0.370346516,0.383697113,0.413525373,0.512439261,0.371816932,0
"274",0.514849056,0.465876029,0.582589603,0.603840239,0.542856643,0.50201036,0.535022654,0.571211409,0.437273789,1
"2821",0.50262515,0.438814056,0.424054901,0.679329936,0.838853461,0.461411263,0.324696647,0.414880131,0.461963856,1
"2824",0.493626079,0.706075397,0.122212334,0.602259869,0.885251088,0.535881447,0.619800843,0.361575658,0.546445253,1
"1107",0.491425675,0.421344614,0.726786948,0.187061614,0.256082636,0.65149178,0.548733408,0.541896612,0.801324815,1
"1319",0.480331382,0.637462877,0.676959667,0.578684923,0.403820301,0.493830697,0.420116269,0.489370574,0.278202831,0
"2076",1,0.682810737,0.388926393,0.413544347,0.71612434,0.488339921,0.431131706,0.58510707,0.325391165,0
"3032",0.610744844,0.577059058,0.166356394,0.479844171,0.559966828,0.29087697,0.452010198,0.337107421,0.653028858,0
"1072",0.555319176,0.614166796,0.361136245,0.594562359,0.727332814,0.186383092,0.45734479,0.552675284,0.461542321,1
"2373",0.583870448,0.713901912,0.505594689,0.342458887,0.444086415,0.414675474,0.485579549,0.452095191,0.616260708,1
"2482",0.287972175,0.355655003,0.242740764,0.612822964,0.58151435,0.282404048,0.444689866,0.689109809,0.489305947,0
"2795",0.440453445,0.5899865,0.617374422,0.501621974,0.579703927,0.062733268,0.386560828,0.318347066,0.636472725,1
"766",0.566829095,0.578851951,0.317486294,0.645988638,0.520817182,0.310155634,0.729047021,0.511380902,0.410219462,1
"1921",0.499095377,0.640578679,0.216465302,0.43202974,0.579703927,0.521705198,0.525724619,0.586768172,0.45760877,1
"1918",0.490351196,0.447585684,0.330735006,0.526188879,0.673070232,0.383803644,0.45225569,0.412657626,0.575486249,1
"1873",0.438350513,0.378510508,0.332326337,0.63685761,0.724812127,0.318495959,0.441138043,0.777570257,0.615349786,0
"680",0.557636359,0.613152245,0.344437145,0.459146543,0.579703927,0.59909179,0.448108453,0.668567758,0.695388729,1
"2911",0.569666422,0.429037628,0.276843621,0.520562974,0.722285576,0.318907052,0.630624666,0.610851191,0.350941391,0
"973",0.528161111,0.582283992,0.485941524,0.584289193,0.579703927,0.368994736,0.420437788,0.641255517,0.531895022,0
"1465",0.293133418,0.438357483,0.359347791,0.430378078,0.579703927,0.285709923,0.508293299,0.275686124,0.445991812,0
"731",0.580667266,0.593747052,0.372079771,0.503092405,0.560740826,0.326138215,0.448694758,0.446669344,0.637557868,1
"715",0.417339614,0.560817054,0.224087318,0.492518045,0.459607588,0.513516918,0.612637491,0.626252243,0.574852064,1
"2305",0.508295186,0.568057043,0.4073592,0.395354579,0.463949395,0.424090208,0.407536769,0.443499105,0.466133802,1
"2873",0.454083337,0.52124658,0.23744461,0.454203359,0.579703927,0.605829346,0.638432734,0.558877229,0.713192908,0
"915",0.413653884,0.518693612,0.3278365,0.465468947,0.619380798,0.635425537,0.594131734,0.678637305,0.501954021,0
"1776",0.43021591,0.44723927,0.174110488,0.614400986,0.502219148,0.572461701,0.384851428,0.50485789,0.419377686,0
"1336",0.470343794,0.489471787,0.400651203,0.460815634,0.579703927,0.407210609,0.58937222,0.628545195,0.558542673,0
"1635",0.431244871,0.651458852,0.207989294,0.636000422,0.748175008,0.218414955,0.188597361,0.328183117,0.405410732,1
"913",0.591004933,0.53817786,0.291764129,0.553432833,0.671552967,0.328253336,0.566909206,0.534507676,0.212785598,0
"2772",0.587629145,0.521765886,0.265182125,0.509739887,0.579703927,0.303295941,0.497457683,0.508500484,0.139667582,1
"418",0.709073123,0.584198084,0.317636517,0.599343899,0.600055219,0.526980868,0.350974216,0.690327212,0.491914062,0
"2710",0.50262515,0.516487304,0.327674,0.504731122,0.579703927,0.233187643,0.302378815,0.372306945,0.659862832,1
"1183",0.259797902,0.69465833,0.160600046,0.562050252,0.592375778,0.57298503,0.445151351,0.396836285,0.755637304,1
"3107",0.50262515,0.396606288,0.373740342,0.541510371,0.585051626,0.344088598,0.653147171,0.655786487,0.778011258,0
"2188",0.498386117,0.573580298,0.259087113,0.405111487,0.688468054,0.613540071,0.312129276,0.582790798,0.733141337,0
"2270",0.527735146,0.474848961,0.207001763,0.585385142,0.579703927,0.341002204,0.609712069,0.321785939,0.453172672,0
"1477",0.4807774,0.525964034,0.360802312,0.555658805,0.579703927,0.253326476,0.368865945,0.534507676,0.550035425,0
"2255",0.593090271,0.670975845,0.266432644,0.46900373,0.488841668,0.373965257,0.444060731,0.63184692,0.4618391,0
"515",0.400624659,0.382753443,0.320411076,0.70402986,0.552205737,0.724991146,0.46669443,0.395014296,0.603934892,0
"306",0.459204737,0.646304912,0.250803979,0.454127002,0.579703927,0.497606424,0.605953467,0.70115389,0.517070027,1
"2278",0.468951388,0.341539981,0.20612309,0.686105244,0.601975779,0.277154465,0.571155539,0.692261279,0.148212147,0
"281",0.699611336,0.299025573,0.334313605,0.707541495,0.462971298,0.429546885,0.369855482,0.632583192,0.2827413,1
"1247",0.50262515,0.450358503,0.23747665,0.552061253,0.633113942,0.323831228,0.318172543,0.463436881,0.332797899,0
"1235",0.617823925,0.464266899,0.157242961,0.445902452,0.589373739,0.400695622,0.301503993,0.534507676,0.714654792,0
"497",0.427168373,0.485421067,0.188902634,0.261174516,0.645303522,0.632785892,0.253972756,0.482455104,0.528878833,0
"921",0.50262515,0.638433873,0.590576525,0.706693799,0.58075967,0.336510314,0.548678006,0.518884091,0.447679893,0
"2620",0.36123361,0.391943635,0.306750461,0.461752915,0.502370463,0.588638355,0.520016781,0.782569461,0.563862899,0
"2220",0.543607801,0.585384458,0.561807688,0.410850877,0.490830115,0.505818089,0.516050103,0.280922376,0.613011518,0
"38",0.401290315,0.931488444,0.278477687,0.450026106,0.579703927,0.381191629,0.385632244,0.655927962,0.273501029,0
"542",0.307240962,0.367459705,0.432125243,0.69594151,0.533375178,0.322372585,0.395238839,0.432771569,0.305847362,0
"2590",0.400451088,0.518343923,0.196815443,0.641624596,0.51893257,0.381427575,0.625452875,0.539406629,0.434626679,0
"1579",0.490397751,0.66745881,0.365559281,0.41678178,0.579703927,0.551044479,0.534672943,0.736023339,0.655363631,1
"344",0.622630024,0.386474887,0.187394653,0.530067423,0.579703927,0.4643529,0.403679856,0.317936759,0.331845106,1
"491",0.473200459,0.569152995,0.346800549,0.4405794,0.520736571,0.404842914,0.374142025,0.501227736,0.262981803,0
"2272",0.599165892,0.757374197,0.270495671,0.296792113,0.579703927,0.266608514,0.330318816,0.441759984,0.454674138,0
"930",0.50262515,0.560944331,0.200277432,0.56951263,0.579703927,0.381911774,0.404146235,0.534507676,0.565175882,0
"2401",0.271459377,0.231469943,0.239449925,0.577506484,0.822540177,0.351031746,0.523839898,0.534507676,0.571748171,1
"2484",0.625677765,0.625659758,0.542538305,0.417618185,0.554038434,0.45826736,0.59629666,0.640991289,0.27218342,0
"1784",0.50262515,0.368566538,0.449326523,0.650388359,0.44298916,0.18716846,0.518645284,0.503150254,0.438893007,0
"2275",0.50262515,0.683218208,0.355671466,0.446910669,0.574588956,0.454189757,0.403968189,0.536757741,0.575621044,0
"1946",0.50574613,0.541281381,0.60167731,0.675912668,0.469606087,0.609537049,0.445289553,0.689906233,0.229711865,1
"3154",0.50262515,0.332754464,0.54943264,0.727085751,0.415679609,0.555983999,0.439252312,0.564897241,0.610464178,1
"3228",0.548542507,0.5536647,0.520142014,0.569998063,0.459449599,0.703188615,0.561092299,0.313389824,0.349314659,1
"1447",0.457966131,0.545002681,0.314981685,0.619209233,0.579703927,0.445167062,0.410042475,0.534507676,0.141931972,0
"2642",0.50262515,0.655876829,0.300006633,0.434693307,0.579703927,0.513784077,0.439565011,0.436099275,0.505360218,0
"1561",0.461430966,0.609407024,0.582121684,0.481451596,0.507238386,0.321076406,0.227108922,0.623200607,0.39432743,1
"1190",0.489951695,0.477477785,0.447350338,0.433155184,0.279374715,0.367426242,0.477799038,0.671187668,0.577042922,1
"2021",0.50262515,0.599485412,0.41548342,0.644867668,0.595583195,0.26015094,0.33918921,0.51706123,0.52358207,1
"5",0.649444533,0.484850881,0.289921687,0.484900194,0.514545371,0.379336708,0.358554768,0.253606081,0.496327363,0
"1568",0.50262515,0.5064031,0.399197266,0.683356593,0.579703927,0.458783908,0.339230828,0.595237627,0.387354286,1
"857",0.565584523,0.641005196,0.323303918,0.677630223,0.492552592,0.420394512,0.765817977,0.584039432,0.626620078,0
"1367",0.411015212,0.704302009,0.518014931,0.543820111,0.211471707,0.549893705,0.78788151,0.573501796,0.845194539,0
"2806",0.688444448,0.649413893,0.499435522,0.508602842,0.579703927,0.169216,0.441719661,0.555971187,0.598292621,1
"660",0.396810927,0.387637957,0.331369709,0.727436129,0.524017726,0.303786869,0.623321469,0.603611508,0.583502725,0
"289",0.468060534,0.54907266,0.553070929,0.652775434,0.414464918,0.51705092,0.466269352,0.628215205,0.612211411,1
